"","x"
"276",0.378947368421053
"277",1
"278",0.521052631578947
"279",0.521052631578947
"280",0.610526315789474
"281",0.565789473684211
"282",0.618421052631579
"283",0.85
"284",0.805263157894737
"285",0.805263157894737
"286",0.663157894736842
"287",0.85
"288",0.85
"289",0.85
"290",0.460526315789474
"291",0.273684210526316
"292",0.521052631578947
"293",0.33421052631579
"294",0.505263157894737
"295",0.273684210526316
"296",0.85
"297",0.547368421052632
"298",0.547368421052632
"299",0.289473684210526
"300",0.605263157894737
"301",0.8
"302",0.568421052631579
"303",0.747368421052632
"304",0.271052631578947
"305",0.673684210526316
"306",0.955263157894737
"307",0.655263157894737
"308",0.955263157894737
"309",0.902631578947368
"310",0.655263157894737
"311",0.736842105263158
"312",0.655263157894737
"313",1
"314",0.655263157894737
"315",0.655263157894737
"316",0.628947368421053
"317",0.628947368421053
"318",0.760526315789474
"319",0.805263157894737
"320",0.726315789473684
"321",0.505263157894737
"322",0.460526315789474
"323",0.460526315789474
"324",0.576315789473684
"325",0.505263157894737
"326",0.505263157894737
"327",0.505263157894737
"328",0.805263157894737
"329",0.55
"330",0.781578947368421
"331",0.568421052631579
"332",0.85
"333",0.55
"334",0.505263157894737
"335",0.702631578947368
"336",0.702631578947368
"337",0.481578947368421
"338",0.518421052631579
"339",0.497368421052632
"340",0.660526315789474
"341",0.571052631578947
"342",0.536842105263158
"343",0.886842105263158
"344",0.610526315789474
"345",1
"346",0.610526315789474
"347",0.6
"348",0.378947368421053
"349",0.576315789473684
"350",0.378947368421053
"351",0.655263157894737
"352",1
"353",0.378947368421053
"354",0.578947368421053
"355",0.578947368421053
"356",0.442105263157895
"357",0.460526315789474
"358",0.45
"359",0.228947368421053
"360",0.273684210526316
"361",0.273684210526316
"362",0.415789473684211
"363",0.228947368421053
"364",0.228947368421053
"365",0.228947368421053
"366",0.639473684210526
"367",0.894736842105263
"368",0.505263157894737
"369",0.781578947368421
"370",0.505263157894737
"371",0.894736842105263
"372",0.228947368421053
"373",0.426315789473684
"374",0.426315789473684
"375",0.826315789473684
"376",0.294736842105263
"377",0.247368421052632
"378",0.5
"379",0.347368421052632
"380",0.555263157894737
"381",0.439473684210526
"382",0.610526315789474
"383",0.378947368421053
"384",0.673684210526316
"385",0.726315789473684
"386",1
"387",0.776315789473684
"388",1
"389",0.655263157894737
"390",0.378947368421053
"391",1
"392",0.521052631578947
"393",0.521052631578947
"394",0.610526315789474
"395",0.565789473684211
"396",0.618421052631579
"397",0.85
"398",0.805263157894737
"399",0.805263157894737
"400",0.663157894736842
"401",0.85
"402",0.85
"403",0.85
"404",0.460526315789474
"405",0.273684210526316
"406",0.521052631578947
"407",0.33421052631579
"408",0.505263157894737
"409",0.273684210526316
"410",0.85
"411",0.547368421052632
"412",0.547368421052632
"413",0.289473684210526
"414",0.605263157894737
"415",0.8
"416",0.568421052631579
"417",0.747368421052632
"418",0.271052631578947
"419",0.55
"420",0.584210526315789
"421",0.578947368421053
"422",0.584210526315789
"423",0.531578947368421
"424",0.521052631578947
"425",0.718421052631579
"426",0.521052631578947
"427",0.628947368421053
"428",0.578947368421053
"429",0.521052631578947
"430",1
"431",1
"432",0.689473684210526
"433",0.644736842105263
"434",0.565789473684211
"435",0.581578947368421
"436",0.626315789473684
"437",0.626315789473684
"438",0.7
"439",0.581578947368421
"440",0.581578947368421
"441",0.581578947368421
"442",0.718421052631579
"443",0.578947368421053
"444",0.557894736842105
"445",0.55
"446",0.584210526315789
"447",0.578947368421053
"448",0.476315789473684
"449",0.547368421052632
"450",0.547368421052632
"451",0.621052631578947
"452",0.442105263157895
"453",0.431578947368421
"454",0.710526315789474
"455",0.557894736842105
"456",0.360526315789474
"457",0.55
"458",0.584210526315789
"459",0.578947368421053
"460",0.584210526315789
"461",0.531578947368421
"462",0.521052631578947
"463",0.718421052631579
"464",0.521052631578947
"465",0.628947368421053
"466",0.578947368421053
"467",0.521052631578947
"468",1
"469",1
"470",0.689473684210526
"471",0.644736842105263
"472",0.565789473684211
"473",0.581578947368421
"474",0.626315789473684
"475",0.626315789473684
"476",0.7
"477",0.581578947368421
"478",0.581578947368421
"479",0.581578947368421
"480",0.718421052631579
"481",0.578947368421053
"482",0.557894736842105
"483",0.55
"484",0.584210526315789
"485",0.578947368421053
"486",0.476315789473684
"487",0.547368421052632
"488",0.547368421052632
"489",0.621052631578947
"490",0.442105263157895
"491",0.431578947368421
"492",0.710526315789474
"493",0.557894736842105
"494",0.360526315789474
"495",0.502631578947368
"496",0.805263157894737
"497",0.442105263157895
"498",0.715789473684211
"499",0.663157894736842
"500",0.610526315789474
"501",0.692105263157895
"502",0.610526315789474
"503",0.760526315789474
"504",0.442105263157895
"505",0.610526315789474
"506",0.689473684210526
"507",0.689473684210526
"508",1
"509",0.955263157894737
"510",0.876315789473684
"511",0.655263157894737
"512",0.610526315789474
"513",0.610526315789474
"514",0.726315789473684
"515",0.655263157894737
"516",0.655263157894737
"517",0.655263157894737
"518",0.671052631578947
"519",0.442105263157895
"520",0.842105263157895
"521",0.565789473684211
"522",0.868421052631579
"523",0.505263157894737
"524",0.718421052631579
"525",0.763157894736842
"526",0.763157894736842
"527",0.478947368421053
"528",0.542105263157895
"529",0.584210526315789
"530",0.631578947368421
"531",0.568421052631579
"532",0.518421052631579
"533",0.521052631578947
"534",0.85
"535",0.460526315789474
"536",0.760526315789474
"537",0.707894736842105
"538",0.565789473684211
"539",0.647368421052632
"540",0.565789473684211
"541",0.805263157894737
"542",0.460526315789474
"543",0.565789473684211
"544",0.644736842105263
"545",0.644736842105263
"546",0.955263157894737
"547",1
"548",0.921052631578947
"549",0.610526315789474
"550",0.565789473684211
"551",0.565789473684211
"552",0.681578947368421
"553",0.610526315789474
"554",0.610526315789474
"555",0.610526315789474
"556",0.715789473684211
"557",0.460526315789474
"558",0.886842105263158
"559",0.584210526315789
"560",0.913157894736842
"561",0.523684210526316
"562",0.673684210526316
"563",0.807894736842105
"564",0.807894736842105
"565",0.497368421052632
"566",0.497368421052632
"567",0.539473684210526
"568",0.676315789473684
"569",0.523684210526316
"570",0.536842105263158
"571",0.510526315789474
"572",0.771052631578947
"573",0.45
"574",0.681578947368421
"575",0.671052631578947
"576",0.618421052631579
"577",0.636842105263158
"578",0.618421052631579
"579",0.726315789473684
"580",0.45
"581",0.618421052631579
"582",0.565789473684211
"583",0.565789473684211
"584",0.876315789473684
"585",0.921052631578947
"586",1
"587",0.663157894736842
"588",0.618421052631579
"589",0.618421052631579
"590",0.760526315789474
"591",0.663157894736842
"592",0.663157894736842
"593",0.663157894736842
"594",0.636842105263158
"595",0.45
"596",0.876315789473684
"597",0.573684210526316
"598",0.834210526315789
"599",0.513157894736842
"600",0.726315789473684
"601",0.797368421052632
"602",0.797368421052632
"603",0.486842105263158
"604",0.460526315789474
"605",0.592105263157895
"606",0.639473684210526
"607",0.576315789473684
"608",0.484210526315789
"609",0.289473684210526
"610",0.55
"611",0.228947368421053
"612",0.523684210526316
"613",0.576315789473684
"614",0.85
"615",0.626315789473684
"616",0.85
"617",0.505263157894737
"618",0.228947368421053
"619",0.85
"620",0.581578947368421
"621",0.581578947368421
"622",0.655263157894737
"623",0.610526315789474
"624",0.663157894736842
"625",1
"626",0.955263157894737
"627",0.955263157894737
"628",0.813157894736842
"629",1
"630",1
"631",1
"632",0.415789473684211
"633",0.228947368421053
"634",0.565789473684211
"635",0.289473684210526
"636",0.55
"637",0.228947368421053
"638",0.894736842105263
"639",0.592105263157895
"640",0.592105263157895
"641",0.244736842105263
"642",0.497368421052632
"643",0.781578947368421
"644",0.523684210526316
"645",0.639473684210526
"646",0.315789473684211
"647",0.33421052631579
"648",0.505263157894737
"649",0.273684210526316
"650",0.478947368421053
"651",0.531578947368421
"652",0.805263157894737
"653",0.581578947368421
"654",0.805263157894737
"655",0.460526315789474
"656",0.273684210526316
"657",0.805263157894737
"658",0.626315789473684
"659",0.626315789473684
"660",0.610526315789474
"661",0.565789473684211
"662",0.618421052631579
"663",0.955263157894737
"664",1
"665",1
"666",0.768421052631579
"667",0.955263157894737
"668",0.955263157894737
"669",0.955263157894737
"670",0.460526315789474
"671",0.273684210526316
"672",0.521052631578947
"673",0.33421052631579
"674",0.505263157894737
"675",0.273684210526316
"676",0.85
"677",0.547368421052632
"678",0.547368421052632
"679",0.289473684210526
"680",0.478947368421053
"681",0.736842105263158
"682",0.505263157894737
"683",0.621052631578947
"684",0.271052631578947
"685",0.33421052631579
"686",0.505263157894737
"687",0.273684210526316
"688",0.478947368421053
"689",0.531578947368421
"690",0.805263157894737
"691",0.581578947368421
"692",0.805263157894737
"693",0.460526315789474
"694",0.273684210526316
"695",0.805263157894737
"696",0.626315789473684
"697",0.626315789473684
"698",0.610526315789474
"699",0.565789473684211
"700",0.618421052631579
"701",0.955263157894737
"702",1
"703",1
"704",0.768421052631579
"705",0.955263157894737
"706",0.955263157894737
"707",0.955263157894737
"708",0.460526315789474
"709",0.273684210526316
"710",0.521052631578947
"711",0.33421052631579
"712",0.505263157894737
"713",0.273684210526316
"714",0.85
"715",0.547368421052632
"716",0.547368421052632
"717",0.289473684210526
"718",0.478947368421053
"719",0.736842105263158
"720",0.505263157894737
"721",0.621052631578947
"722",0.271052631578947
"723",0.386842105263158
"724",0.621052631578947
"725",0.415789473684211
"726",0.594736842105263
"727",0.584210526315789
"728",0.663157894736842
"729",0.771052631578947
"730",0.663157894736842
"731",0.576315789473684
"732",0.415789473684211
"733",0.663157894736842
"734",0.7
"735",0.7
"736",0.726315789473684
"737",0.681578947368421
"738",0.760526315789474
"739",0.813157894736842
"740",0.768421052631579
"741",0.768421052631579
"742",1
"743",0.813157894736842
"744",0.813157894736842
"745",0.813157894736842
"746",0.486842105263158
"747",0.415789473684211
"748",0.663157894736842
"749",0.386842105263158
"750",0.621052631578947
"751",0.415789473684211
"752",0.707894736842105
"753",0.647368421052632
"754",0.647368421052632
"755",0.389473684210526
"756",0.373684210526316
"757",0.594736842105263
"758",0.578947368421053
"759",0.515789473684211
"760",0.423684210526316
"761",0.289473684210526
"762",0.55
"763",0.228947368421053
"764",0.523684210526316
"765",0.576315789473684
"766",0.85
"767",0.626315789473684
"768",0.85
"769",0.505263157894737
"770",0.228947368421053
"771",0.85
"772",0.581578947368421
"773",0.581578947368421
"774",0.655263157894737
"775",0.610526315789474
"776",0.663157894736842
"777",1
"778",0.955263157894737
"779",0.955263157894737
"780",0.813157894736842
"781",1
"782",1
"783",1
"784",0.415789473684211
"785",0.228947368421053
"786",0.565789473684211
"787",0.289473684210526
"788",0.55
"789",0.228947368421053
"790",0.894736842105263
"791",0.592105263157895
"792",0.592105263157895
"793",0.244736842105263
"794",0.497368421052632
"795",0.781578947368421
"796",0.523684210526316
"797",0.639473684210526
"798",0.315789473684211
"799",0.289473684210526
"800",0.55
"801",0.228947368421053
"802",0.523684210526316
"803",0.576315789473684
"804",0.85
"805",0.626315789473684
"806",0.85
"807",0.505263157894737
"808",0.228947368421053
"809",0.85
"810",0.581578947368421
"811",0.581578947368421
"812",0.655263157894737
"813",0.610526315789474
"814",0.663157894736842
"815",1
"816",0.955263157894737
"817",0.955263157894737
"818",0.813157894736842
"819",1
"820",1
"821",1
"822",0.415789473684211
"823",0.228947368421053
"824",0.565789473684211
"825",0.289473684210526
"826",0.55
"827",0.228947368421053
"828",0.894736842105263
"829",0.592105263157895
"830",0.592105263157895
"831",0.244736842105263
"832",0.497368421052632
"833",0.781578947368421
"834",0.523684210526316
"835",0.639473684210526
"836",0.315789473684211
"837",0.289473684210526
"838",0.55
"839",0.228947368421053
"840",0.523684210526316
"841",0.576315789473684
"842",0.85
"843",0.626315789473684
"844",0.85
"845",0.505263157894737
"846",0.228947368421053
"847",0.85
"848",0.581578947368421
"849",0.581578947368421
"850",0.655263157894737
"851",0.610526315789474
"852",0.663157894736842
"853",1
"854",0.955263157894737
"855",0.955263157894737
"856",0.813157894736842
"857",1
"858",1
"859",1
"860",0.415789473684211
"861",0.228947368421053
"862",0.565789473684211
"863",0.289473684210526
"864",0.55
"865",0.228947368421053
"866",0.894736842105263
"867",0.592105263157895
"868",0.592105263157895
"869",0.244736842105263
"870",0.497368421052632
"871",0.781578947368421
"872",0.523684210526316
"873",0.639473684210526
"874",0.315789473684211
"875",0.657894736842105
"876",0.760526315789474
"877",0.639473684210526
"878",0.760526315789474
"879",0.707894736842105
"880",0.460526315789474
"881",0.542105263157895
"882",0.460526315789474
"883",0.805263157894737
"884",0.639473684210526
"885",0.460526315789474
"886",0.718421052631579
"887",0.718421052631579
"888",0.671052631578947
"889",0.715789473684211
"890",0.636842105263158
"891",0.415789473684211
"892",0.460526315789474
"893",0.460526315789474
"894",0.486842105263158
"895",0.415789473684211
"896",0.415789473684211
"897",0.415789473684211
"898",1
"899",0.744736842105263
"900",0.692105263157895
"901",0.657894736842105
"902",0.760526315789474
"903",0.639473684210526
"904",0.415789473684211
"905",0.613157894736842
"906",0.613157894736842
"907",0.571052631578947
"908",0.481578947368421
"909",0.371052631578947
"910",0.623684210526316
"911",0.471052631578947
"912",0.447368421052632
"913",0.781578947368421
"914",0.505263157894737
"915",0.894736842105263
"916",0.505263157894737
"917",0.494736842105263
"918",0.273684210526316
"919",0.471052631578947
"920",0.273684210526316
"921",0.55
"922",0.894736842105263
"923",0.273684210526316
"924",0.578947368421053
"925",0.578947368421053
"926",0.442105263157895
"927",0.460526315789474
"928",0.45
"929",0.228947368421053
"930",0.273684210526316
"931",0.273684210526316
"932",0.415789473684211
"933",0.228947368421053
"934",0.228947368421053
"935",0.228947368421053
"936",0.744736842105263
"937",1
"938",0.505263157894737
"939",0.781578947368421
"940",0.505263157894737
"941",0.894736842105263
"942",0.228947368421053
"943",0.426315789473684
"944",0.426315789473684
"945",0.826315789473684
"946",0.294736842105263
"947",0.184210526315789
"948",0.5
"949",0.284210526315789
"950",0.555263157894737
"951",0.592105263157895
"952",0.826315789473684
"953",0.505263157894737
"954",0.736842105263158
"955",0.726315789473684
"956",0.521052631578947
"957",0.628947368421053
"958",0.521052631578947
"959",0.781578947368421
"960",0.505263157894737
"961",0.521052631578947
"962",0.557894736842105
"963",0.557894736842105
"964",0.842105263157895
"965",0.886842105263158
"966",0.876315789473684
"967",0.565789473684211
"968",0.521052631578947
"969",0.521052631578947
"970",0.663157894736842
"971",0.565789473684211
"972",0.565789473684211
"973",0.565789473684211
"974",0.692105263157895
"975",0.505263157894737
"976",1
"977",0.697368421052632
"978",0.931578947368421
"979",0.610526315789474
"980",0.671052631578947
"981",0.921052631578947
"982",0.921052631578947
"983",0.610526315789474
"984",0.515789473684211
"985",0.494736842105263
"986",0.631578947368421
"987",0.478947368421053
"988",0.513157894736842
"989",0.894736842105263
"990",0.523684210526316
"991",0.781578947368421
"992",0.523684210526316
"993",0.513157894736842
"994",0.33421052631579
"995",0.442105263157895
"996",0.33421052631579
"997",0.568421052631579
"998",0.781578947368421
"999",0.33421052631579
"1000",0.55
"1001",0.55
"1002",0.565789473684211
"1003",0.584210526315789
"1004",0.573684210526316
"1005",0.289473684210526
"1006",0.33421052631579
"1007",0.33421052631579
"1008",0.386842105263158
"1009",0.289473684210526
"1010",0.289473684210526
"1011",0.289473684210526
"1012",0.657894736842105
"1013",0.781578947368421
"1014",0.697368421052632
"1015",1
"1016",0.628947368421053
"1017",0.886842105263158
"1018",0.394736842105263
"1019",0.618421052631579
"1020",0.618421052631579
"1021",0.886842105263158
"1022",0.381578947368421
"1023",0.244736842105263
"1024",0.471052631578947
"1025",0.344736842105263
"1026",0.468421052631579
"1027",0.523684210526316
"1028",0.894736842105263
"1029",0.505263157894737
"1030",0.805263157894737
"1031",0.752631578947368
"1032",0.505263157894737
"1033",0.586842105263158
"1034",0.505263157894737
"1035",0.85
"1036",0.505263157894737
"1037",0.505263157894737
"1038",0.584210526315789
"1039",0.584210526315789
"1040",0.868421052631579
"1041",0.913157894736842
"1042",0.834210526315789
"1043",0.55
"1044",0.505263157894737
"1045",0.505263157894737
"1046",0.621052631578947
"1047",0.55
"1048",0.55
"1049",0.55
"1050",0.760526315789474
"1051",0.505263157894737
"1052",0.931578947368421
"1053",0.628947368421053
"1054",1
"1055",0.610526315789474
"1056",0.655263157894737
"1057",0.852631578947368
"1058",0.852631578947368
"1059",0.542105263157895
"1060",0.473684210526316
"1061",0.478947368421053
"1062",0.61578947368421
"1063",0.463157894736842
"1064",0.581578947368421
"1065",0.781578947368421
"1066",0.505263157894737
"1067",0.894736842105263
"1068",0.505263157894737
"1069",0.494736842105263
"1070",0.273684210526316
"1071",0.471052631578947
"1072",0.273684210526316
"1073",0.55
"1074",0.894736842105263
"1075",0.273684210526316
"1076",0.578947368421053
"1077",0.578947368421053
"1078",0.505263157894737
"1079",0.523684210526316
"1080",0.513157894736842
"1081",0.228947368421053
"1082",0.273684210526316
"1083",0.273684210526316
"1084",0.415789473684211
"1085",0.228947368421053
"1086",0.228947368421053
"1087",0.228947368421053
"1088",0.639473684210526
"1089",0.894736842105263
"1090",0.610526315789474
"1091",0.886842105263158
"1092",0.610526315789474
"1093",1
"1094",0.33421052631579
"1095",0.531578947368421
"1096",0.531578947368421
"1097",0.931578947368421
"1098",0.294736842105263
"1099",0.184210526315789
"1100",0.5
"1101",0.284210526315789
"1102",0.555263157894737
"1103",0.289473684210526
"1104",0.55
"1105",0.228947368421053
"1106",0.523684210526316
"1107",0.576315789473684
"1108",0.85
"1109",0.626315789473684
"1110",0.85
"1111",0.505263157894737
"1112",0.228947368421053
"1113",0.85
"1114",0.476315789473684
"1115",0.476315789473684
"1116",0.718421052631579
"1117",0.673684210526316
"1118",0.726315789473684
"1119",0.894736842105263
"1120",0.85
"1121",0.85
"1122",0.707894736842105
"1123",0.894736842105263
"1124",0.894736842105263
"1125",0.894736842105263
"1126",0.415789473684211
"1127",0.228947368421053
"1128",0.671052631578947
"1129",0.394736842105263
"1130",0.655263157894737
"1131",0.33421052631579
"1132",1
"1133",0.697368421052632
"1134",0.697368421052632
"1135",0.35
"1136",0.560526315789474
"1137",0.781578947368421
"1138",0.523684210526316
"1139",0.639473684210526
"1140",0.315789473684211
"1141",0.513157894736842
"1142",0.747368421052632
"1143",0.426315789473684
"1144",0.747368421052632
"1145",0.736842105263158
"1146",0.547368421052632
"1147",0.681578947368421
"1148",0.547368421052632
"1149",0.702631578947368
"1150",0.426315789473684
"1151",0.547368421052632
"1152",0.547368421052632
"1153",0.547368421052632
"1154",0.763157894736842
"1155",0.807894736842105
"1156",0.797368421052632
"1157",0.592105263157895
"1158",0.547368421052632
"1159",0.547368421052632
"1160",0.647368421052632
"1161",0.592105263157895
"1162",0.592105263157895
"1163",0.592105263157895
"1164",0.613157894736842
"1165",0.426315789473684
"1166",0.921052631578947
"1167",0.618421052631579
"1168",0.852631578947368
"1169",0.531578947368421
"1170",0.697368421052632
"1171",1
"1172",1
"1173",0.6
"1174",0.594736842105263
"1175",0.547368421052632
"1176",0.621052631578947
"1177",0.468421052631579
"1178",0.434210526315789
"1179",0.513157894736842
"1180",0.747368421052632
"1181",0.426315789473684
"1182",0.747368421052632
"1183",0.736842105263158
"1184",0.547368421052632
"1185",0.681578947368421
"1186",0.547368421052632
"1187",0.702631578947368
"1188",0.426315789473684
"1189",0.547368421052632
"1190",0.547368421052632
"1191",0.547368421052632
"1192",0.763157894736842
"1193",0.807894736842105
"1194",0.797368421052632
"1195",0.592105263157895
"1196",0.547368421052632
"1197",0.547368421052632
"1198",0.647368421052632
"1199",0.592105263157895
"1200",0.592105263157895
"1201",0.592105263157895
"1202",0.613157894736842
"1203",0.426315789473684
"1204",0.921052631578947
"1205",0.618421052631579
"1206",0.852631578947368
"1207",0.531578947368421
"1208",0.697368421052632
"1209",1
"1210",1
"1211",0.6
"1212",0.594736842105263
"1213",0.547368421052632
"1214",0.621052631578947
"1215",0.468421052631579
"1216",0.434210526315789
"1217",0.781578947368421
"1218",0.436842105263158
"1219",0.826315789473684
"1220",0.436842105263158
"1221",0.426315789473684
"1222",0.289473684210526
"1223",0.513157894736842
"1224",0.289473684210526
"1225",0.481578947368421
"1226",0.826315789473684
"1227",0.289473684210526
"1228",0.621052631578947
"1229",0.621052631578947
"1230",0.478947368421053
"1231",0.497368421052632
"1232",0.486842105263158
"1233",0.244736842105263
"1234",0.289473684210526
"1235",0.289473684210526
"1236",0.389473684210526
"1237",0.244736842105263
"1238",0.244736842105263
"1239",0.244736842105263
"1240",0.571052631578947
"1241",0.826315789473684
"1242",0.610526315789474
"1243",0.886842105263158
"1244",0.542105263157895
"1245",0.931578947368421
"1246",0.35
"1247",0.6
"1248",0.6
"1249",1
"1250",0.363157894736842
"1251",0.2
"1252",0.542105263157895
"1253",0.326315789473684
"1254",0.486842105263158
"1255",0.381578947368421
"1256",0.473684210526316
"1257",0.294736842105263
"1258",0.563157894736842
"1259",0.615789473684211
"1260",0.605263157894737
"1261",0.560526315789474
"1262",0.605263157894737
"1263",0.518421052631579
"1264",0.294736842105263
"1265",0.605263157894737
"1266",0.442105263157895
"1267",0.442105263157895
"1268",0.542105263157895
"1269",0.497368421052632
"1270",0.460526315789474
"1271",0.497368421052632
"1272",0.478947368421053
"1273",0.478947368421053
"1274",0.373684210526316
"1275",0.497368421052632
"1276",0.497368421052632
"1277",0.497368421052632
"1278",0.481578947368421
"1279",0.294736842105263
"1280",0.515789473684211
"1281",0.381578947368421
"1282",0.473684210526316
"1283",0.294736842105263
"1284",0.560526315789474
"1285",0.594736842105263
"1286",0.594736842105263
"1287",0.363157894736842
"1288",1
"1289",0.652631578947368
"1290",0.642105263157895
"1291",0.731578947368421
"1292",0.192105263157895
"1293",0.307894736842105
"1294",0.542105263157895
"1295",0.247368421052632
"1296",0.542105263157895
"1297",0.594736842105263
"1298",0.8
"1299",0.576315789473684
"1300",0.8
"1301",0.497368421052632
"1302",0.247368421052632
"1303",0.8
"1304",0.431578947368421
"1305",0.431578947368421
"1306",0.584210526315789
"1307",0.539473684210526
"1308",0.592105263157895
"1309",0.781578947368421
"1310",0.736842105263158
"1311",0.736842105263158
"1312",0.594736842105263
