"A_AvianAbbatoirA_Chicken" "A_AvianFaecalA_Chicken" "A_AvianRetailA_Chicken" "A_AvianFaecalA_Duck" "A_AvianFaecalA_Goose" "A_AvianFaecalA_Pelican" "A_AvianFaecalA_Seagull" "A_AvianFaecalA_Sparrow" "A_AvianFaecalA_Turkey" "A_AvianRetailA_Turkey" "A_AvianFaecalA_Wild_Bird" "A_CompanionFaecalA_Cat" "A_CompanionFaecalA_Dog" "A_EquineFaecalA_Donkey" "A_EquineFaecalA_Horse" "A_MiscDomesticFaecalA_Llama/Alpaca" "A_MiscWildFaecalA_Bear" "A_MiscWildFaecalA_Marmot" "A_MiscWildFaecalA_Peromyscus" "A_MiscWildFaecalA_Raccoon" "A_MiscWildFaecalA_Rattus" "A_MiscWildFaecalA_Skunk" "A_MiscWildFaecalA_Small_Mammal" "A_PorcineFaecalA_Pig" "A_PorcineRetailA_Pig" "A_RuminantFaecalA_Buffalo" "A_RuminantAbbatoirA_Cow" "A_RuminantFaecalA_Cow" "A_RuminantRetailA_Cow" "A_RuminantFaecalA_Deer" "A_RuminantFaecalA_Goat" "A_RuminantFaecalA_Sheep" "A_RuminantRetailA_Sheep" "E_LagoonLagoonE_Lagoon" "E_SandMisc_EnvironmentalE_Sand" "E_SewageSewageE_Sewage" "E_WaterWaterE_Water" "HumanClinicalHuman"
"A_MiscWildFaecalA_Rattus" 0.247368421052632 0.55 0.292105263157895 0.523684210526316 0.505263157894737 0.85 0.573684210526316 0.613157894736842 0.444736842105263 0.239473684210526 0.744736842105263 0.476315789473684 0.476315789473684 0.55 0.610526315789474 0.663157894736842 1 0.955263157894737 0.955263157894737 0.813157894736842 1 1 1 0.415789473684211 0.273684210526316 0.565789473684211 0.33421052631579 0.497368421052632 0.221052631578947 0.842105263157895 0.539473684210526 0.539473684210526 0.3 0.489473684210526 0.728947368421053 0.515789473684211 0.586842105263158 0.421052631578947
"A_MiscWildFaecalA_Skunk" 0.247368421052632 0.55 0.292105263157895 0.523684210526316 0.505263157894737 0.85 0.573684210526316 0.613157894736842 0.444736842105263 0.239473684210526 0.744736842105263 0.476315789473684 0.476315789473684 0.55 0.610526315789474 0.663157894736842 1 0.955263157894737 0.955263157894737 0.813157894736842 1 1 1 0.415789473684211 0.273684210526316 0.565789473684211 0.33421052631579 0.497368421052632 0.221052631578947 0.842105263157895 0.539473684210526 0.539473684210526 0.3 0.489473684210526 0.728947368421053 0.515789473684211 0.586842105263158 0.421052631578947
"A_MiscWildFaecalA_Small_Mammal" 0.247368421052632 0.55 0.292105263157895 0.523684210526316 0.505263157894737 0.85 0.573684210526316 0.613157894736842 0.444736842105263 0.239473684210526 0.744736842105263 0.476315789473684 0.476315789473684 0.55 0.610526315789474 0.663157894736842 1 0.955263157894737 0.955263157894737 0.813157894736842 1 1 1 0.415789473684211 0.273684210526316 0.565789473684211 0.33421052631579 0.497368421052632 0.221052631578947 0.842105263157895 0.539473684210526 0.539473684210526 0.3 0.489473684210526 0.728947368421053 0.515789473684211 0.586842105263158 0.421052631578947
"A_PorcineFaecalA_Pig" 0.61578947368421 0.655263157894737 0.702631578947368 0.655263157894737 0.7 0.460526315789474 0.489473684210526 0.507894736842105 0.718421052631579 0.65 0.418421052631579 0.676315789473684 0.676315789473684 0.628947368421053 0.715789473684211 0.636842105263158 0.415789473684211 0.460526315789474 0.460526315789474 0.486842105263158 0.415789473684211 0.415789473684211 0.415789473684211 1 0.789473684210526 0.692105263157895 0.702631578947368 0.707894736842105 0.631578947368421 0.363157894736842 0.560526315789474 0.560526315789474 0.536842105263158 0.38421052631579 0.318421052631579 0.526315789473684 0.418421052631579 0.489473684210526
"A_PorcineRetailA_Pig" 0.694736842105263 0.444736842105263 0.807894736842105 0.486842105263158 0.531578947368421 0.318421052631579 0.463157894736842 0.407894736842105 0.576315789473684 0.860526315789474 0.318421052631579 0.623684210526316 0.623684210526316 0.486842105263158 0.505263157894737 0.494736842105263 0.273684210526316 0.318421052631579 0.318421052631579 0.460526315789474 0.273684210526316 0.273684210526316 0.273684210526316 0.789473684210526 1 0.55 0.781578947368421 0.497368421052632 0.842105263157895 0.221052631578947 0.418421052631579 0.418421052631579 0.747368421052632 0.242105263157895 0.176315789473684 0.447368421052632 0.276315789473684 0.578947368421053
"A_RuminantFaecalA_Buffalo" 0.55 0.763157894736842 0.568421052631579 0.673684210526316 0.718421052631579 0.521052631578947 0.576315789473684 0.452631578947368 0.694736842105263 0.515789473684211 0.478947368421053 0.515789473684211 0.515789473684211 0.8 0.886842105263158 0.876315789473684 0.565789473684211 0.521052631578947 0.521052631578947 0.663157894736842 0.565789473684211 0.565789473684211 0.565789473684211 0.692105263157895 0.55 1 0.742105263157895 0.878947368421053 0.602631578947368 0.618421052631579 0.868421052631579 0.868421052631579 0.576315789473684 0.418421052631579 0.442105263157895 0.534210526315789 0.426315789473684 0.555263157894737
"A_RuminantAbbatoirA_Cow" 0.807894736842105 0.505263157894737 0.736842105263158 0.505263157894737 0.55 0.378947368421053 0.434210526315789 0.468421052631579 0.594736842105263 0.747368421052632 0.378947368421053 0.594736842105263 0.594736842105263 0.610526315789474 0.628947368421053 0.618421052631579 0.33421052631579 0.378947368421053 0.378947368421053 0.431578947368421 0.33421052631579 0.33421052631579 0.33421052631579 0.702631578947368 0.781578947368421 0.742105263157895 1 0.621052631578947 0.834210526315789 0.386842105263158 0.610526315789474 0.610526315789474 0.807894736842105 0.328947368421053 0.236842105263158 0.418421052631579 0.336842105263158 0.492105263157895
"A_RuminantFaecalA_Cow" 0.471052631578947 0.842105263157895 0.557894736842105 0.752631578947368 0.797368421052632 0.557894736842105 0.586842105263158 0.489473684210526 0.815789473684211 0.505263157894737 0.515789473684211 0.594736842105263 0.594736842105263 0.878947368421053 0.860526315789474 0.781578947368421 0.497368421052632 0.452631578947368 0.452631578947368 0.568421052631579 0.497368421052632 0.497368421052632 0.497368421052632 0.707894736842105 0.497368421052632 0.878947368421053 0.621052631578947 1 0.655263157894737 0.655263157894737 0.852631578947368 0.852631578947368 0.497368421052632 0.428947368421053 0.478947368421053 0.571052631578947 0.463157894736842 0.571052631578947
"A_RuminantRetailA_Cow" 0.684210526315789 0.497368421052632 0.797368421052632 0.539473684210526 0.584210526315789 0.371052631578947 0.515789473684211 0.460526315789474 0.628947368421053 0.85 0.371052631578947 0.676315789473684 0.676315789473684 0.602631578947368 0.515789473684211 0.505263157894737 0.221052631578947 0.265789473684211 0.265789473684211 0.407894736842105 0.221052631578947 0.221052631578947 0.221052631578947 0.631578947368421 0.842105263157895 0.602631578947368 0.834210526315789 0.655263157894737 1 0.378947368421053 0.576315789473684 0.576315789473684 0.842105263157895 0.294736842105263 0.228947368421053 0.5 0.328947368421053 0.526315789473684
"A_RuminantFaecalA_Deer" 0.236842105263158 0.602631578947368 0.281578947368421 0.576315789473684 0.557894736842105 0.902631578947368 0.626315789473684 0.665789473684211 0.497368421052632 0.228947368421053 0.797368421052632 0.423684210526316 0.423684210526316 0.665789473684211 0.621052631578947 0.673684210526316 0.842105263157895 0.797368421052632 0.797368421052632 0.655263157894737 0.842105263157895 0.842105263157895 0.842105263157895 0.363157894736842 0.221052631578947 0.618421052631579 0.386842105263158 0.655263157894737 0.378947368421053 1 0.697368421052632 0.697368421052632 0.394736842105263 0.605263157894737 0.781578947368421 0.568421052631579 0.639473684210526 0.368421052631579
"A_RuminantFaecalA_Goat" 0.460526315789474 0.736842105263158 0.478947368421053 0.736842105263158 0.692105263157895 0.6 0.681578947368421 0.489473684210526 0.668421052631579 0.426315789473684 0.557894736842105 0.557894736842105 0.557894736842105 0.773684210526316 0.755263157894737 0.744736842105263 0.539473684210526 0.494736842105263 0.494736842105263 0.594736842105263 0.539473684210526 0.539473684210526 0.539473684210526 0.560526315789474 0.418421052631579 0.868421052631579 0.610526315789474 0.852631578947368 0.576315789473684 0.697368421052632 1 1 0.555263157894737 0.55 0.547368421052632 0.576315789473684 0.468421052631579 0.423684210526316
"A_RuminantFaecalA_Sheep" 0.460526315789474 0.736842105263158 0.478947368421053 0.736842105263158 0.692105263157895 0.6 0.681578947368421 0.489473684210526 0.668421052631579 0.426315789473684 0.557894736842105 0.557894736842105 0.557894736842105 0.773684210526316 0.755263157894737 0.744736842105263 0.539473684210526 0.494736842105263 0.494736842105263 0.594736842105263 0.539473684210526 0.539473684210526 0.539473684210526 0.560526315789474 0.418421052631579 0.868421052631579 0.610526315789474 0.852631578947368 0.576315789473684 0.697368421052632 1 1 0.555263157894737 0.55 0.547368421052632 0.576315789473684 0.468421052631579 0.423684210526316
"A_RuminantRetailA_Sheep" 0.684210526315789 0.381578947368421 0.728947368421053 0.381578947368421 0.426315789473684 0.386842105263158 0.468421052631579 0.434210526315789 0.471052631578947 0.781578947368421 0.386842105263158 0.628947368421053 0.628947368421053 0.486842105263158 0.463157894736842 0.542105263157895 0.3 0.344736842105263 0.344736842105263 0.444736842105263 0.3 0.3 0.3 0.536842105263158 0.747368421052632 0.576315789473684 0.807894736842105 0.497368421052632 0.842105263157895 0.394736842105263 0.555263157894737 0.555263157894737 1 0.363157894736842 0.244736842105263 0.542105263157895 0.371052631578947 0.521052631578947
"E_LagoonLagoonE_Lagoon" 0.326315789473684 0.418421052631579 0.302631578947368 0.571052631578947 0.526315789473684 0.639473684210526 0.515789473684211 0.518421052631579 0.465789473684211 0.25 0.597368421052632 0.344736842105263 0.344736842105263 0.444736842105263 0.4 0.452631578947368 0.489473684210526 0.471052631578947 0.471052631578947 0.365789473684211 0.489473684210526 0.489473684210526 0.489473684210526 0.38421052631579 0.242105263157895 0.418421052631579 0.328947368421053 0.428947368421053 0.294736842105263 0.605263157894737 0.55 0.55 0.363157894736842 1 0.697368421052632 0.642105263157895 0.776315789473684 0.226315789473684
"E_SandMisc_EnvironmentalE_Sand" 0.360526315789474 0.594736842105263 0.3 0.594736842105263 0.55 0.789473684210526 0.576315789473684 0.642105263157895 0.489473684210526 0.247368421052632 0.747368421052632 0.378947368421053 0.378947368421053 0.531578947368421 0.486842105263158 0.539473684210526 0.728947368421053 0.684210526315789 0.684210526315789 0.542105263157895 0.728947368421053 0.728947368421053 0.728947368421053 0.318421052631579 0.176315789473684 0.442105263157895 0.236842105263158 0.478947368421053 0.228947368421053 0.781578947368421 0.547368421052632 0.547368421052632 0.244736842105263 0.697368421052632 1 0.607894736842105 0.831578947368421 0.402631578947368
"E_SewageSewageE_Sewage" 0.415789473684211 0.623684210526316 0.507894736842105 0.623684210526316 0.668421052631579 0.665789473684211 0.657894736842105 0.544736842105263 0.581578947368421 0.455263157894737 0.623684210526316 0.676315789473684 0.676315789473684 0.597368421052632 0.578947368421053 0.631578947368421 0.515789473684211 0.497368421052632 0.497368421052632 0.571052631578947 0.515789473684211 0.515789473684211 0.515789473684211 0.526315789473684 0.447368421052632 0.534210526315789 0.418421052631579 0.571052631578947 0.5 0.568421052631579 0.576315789473684 0.576315789473684 0.542105263157895 0.642105263157895 0.607894736842105 1 0.776315789473684 0.442105263157895
"E_WaterWaterE_Water" 0.460526315789474 0.578947368421053 0.4 0.578947368421053 0.623684210526316 0.736842105263158 0.613157894736842 0.61578947368421 0.563157894736842 0.347368421052632 0.694736842105263 0.505263157894737 0.505263157894737 0.515789473684211 0.471052631578947 0.523684210526316 0.586842105263158 0.568421052631579 0.568421052631579 0.463157894736842 0.586842105263158 0.586842105263158 0.586842105263158 0.418421052631579 0.276315789473684 0.426315789473684 0.336842105263158 0.463157894736842 0.328947368421053 0.639473684210526 0.468421052631579 0.468421052631579 0.371052631578947 0.776315789473684 0.831578947368421 0.776315789473684 1 0.386842105263158
"HumanClinicalHuman" 0.510526315789474 0.518421052631579 0.492105263157895 0.428947368421053 0.473684210526316 0.376315789473684 0.352631578947368 0.35 0.560526315789474 0.544736842105263 0.376315789473684 0.402631578947368 0.402631578947368 0.560526315789474 0.578947368421053 0.589473684210526 0.421052631578947 0.376315789473684 0.376315789473684 0.528947368421053 0.421052631578947 0.421052631578947 0.421052631578947 0.489473684210526 0.578947368421053 0.555263157894737 0.492105263157895 0.571052631578947 0.526315789473684 0.368421052631579 0.423684210526316 0.423684210526316 0.521052631578947 0.226315789473684 0.402631578947368 0.442105263157895 0.386842105263158 1
