"A_AvianAbbatoirA_Chicken" "A_AvianFaecalA_Chicken" "A_AvianRetailA_Chicken" "A_AvianFaecalA_Duck" "A_AvianFaecalA_Goose" "A_AvianFaecalA_Pelican" "A_AvianFaecalA_Seagull" "A_AvianFaecalA_Sparrow" "A_AvianFaecalA_Turkey" "A_AvianRetailA_Turkey" "A_AvianFaecalA_Wild_Bird" "A_CompanionFaecalA_Cat" "A_CompanionFaecalA_Dog" "A_EquineFaecalA_Donkey" "A_EquineFaecalA_Horse" "A_MiscDomesticFaecalA_Llama/Alpaca" "A_MiscWildFaecalA_Bear" "A_MiscWildFaecalA_Marmot" "A_MiscWildFaecalA_Peromyscus" "A_MiscWildFaecalA_Raccoon" "A_MiscWildFaecalA_Rattus" "A_MiscWildFaecalA_Skunk" "A_MiscWildFaecalA_Small_Mammal" "A_PorcineFaecalA_Pig" "A_PorcineRetailA_Pig" "A_RuminantFaecalA_Buffalo" "A_RuminantAbbatoirA_Cow" "A_RuminantFaecalA_Cow" "A_RuminantRetailA_Cow" "A_RuminantFaecalA_Deer" "A_RuminantFaecalA_Goat" "A_RuminantFaecalA_Sheep" "A_RuminantRetailA_Sheep" "E_LagoonLagoonE_Lagoon" "E_SandMisc_EnvironmentalE_Sand" "E_SewageSewageE_Sewage" "E_WaterWaterE_Water" "HumanClinicalHuman"
"A_MiscWildFaecalA_Rattus" 0.289473684210526 0.55 0.228947368421053 0.523684210526316 0.576315789473684 0.85 0.626315789473684 0.85 0.505263157894737 0.228947368421053 0.85 0.581578947368421 0.581578947368421 0.655263157894737 0.610526315789474 0.663157894736842 1 0.955263157894737 0.955263157894737 0.813157894736842 1 1 1 0.415789473684211 0.228947368421053 0.565789473684211 0.289473684210526 0.55 0.228947368421053 0.894736842105263 0.592105263157895 0.592105263157895 0.244736842105263 0.497368421052632 0.781578947368421 0.523684210526316 0.639473684210526 0.315789473684211
"A_MiscWildFaecalA_Skunk" 0.289473684210526 0.55 0.228947368421053 0.523684210526316 0.576315789473684 0.85 0.626315789473684 0.85 0.505263157894737 0.228947368421053 0.85 0.581578947368421 0.581578947368421 0.655263157894737 0.610526315789474 0.663157894736842 1 0.955263157894737 0.955263157894737 0.813157894736842 1 1 1 0.415789473684211 0.228947368421053 0.565789473684211 0.289473684210526 0.55 0.228947368421053 0.894736842105263 0.592105263157895 0.592105263157895 0.244736842105263 0.497368421052632 0.781578947368421 0.523684210526316 0.639473684210526 0.315789473684211
"A_MiscWildFaecalA_Small_Mammal" 0.289473684210526 0.55 0.228947368421053 0.523684210526316 0.576315789473684 0.85 0.626315789473684 0.85 0.505263157894737 0.228947368421053 0.85 0.581578947368421 0.581578947368421 0.655263157894737 0.610526315789474 0.663157894736842 1 0.955263157894737 0.955263157894737 0.813157894736842 1 1 1 0.415789473684211 0.228947368421053 0.565789473684211 0.289473684210526 0.55 0.228947368421053 0.894736842105263 0.592105263157895 0.592105263157895 0.244736842105263 0.497368421052632 0.781578947368421 0.523684210526316 0.639473684210526 0.315789473684211
"A_PorcineFaecalA_Pig" 0.657894736842105 0.760526315789474 0.639473684210526 0.760526315789474 0.707894736842105 0.460526315789474 0.542105263157895 0.460526315789474 0.805263157894737 0.639473684210526 0.460526315789474 0.718421052631579 0.718421052631579 0.671052631578947 0.715789473684211 0.636842105263158 0.415789473684211 0.460526315789474 0.460526315789474 0.486842105263158 0.415789473684211 0.415789473684211 0.415789473684211 1 0.744736842105263 0.692105263157895 0.657894736842105 0.760526315789474 0.639473684210526 0.415789473684211 0.613157894736842 0.613157894736842 0.571052631578947 0.481578947368421 0.371052631578947 0.623684210526316 0.471052631578947 0.447368421052632
"A_PorcineRetailA_Pig" 0.781578947368421 0.505263157894737 0.894736842105263 0.505263157894737 0.494736842105263 0.273684210526316 0.471052631578947 0.273684210526316 0.55 0.894736842105263 0.273684210526316 0.578947368421053 0.578947368421053 0.442105263157895 0.460526315789474 0.45 0.228947368421053 0.273684210526316 0.273684210526316 0.415789473684211 0.228947368421053 0.228947368421053 0.228947368421053 0.744736842105263 1 0.505263157894737 0.781578947368421 0.505263157894737 0.894736842105263 0.228947368421053 0.426315789473684 0.426315789473684 0.826315789473684 0.294736842105263 0.184210526315789 0.5 0.284210526315789 0.555263157894737
"A_RuminantFaecalA_Buffalo" 0.592105263157895 0.826315789473684 0.505263157894737 0.736842105263158 0.726315789473684 0.521052631578947 0.628947368421053 0.521052631578947 0.781578947368421 0.505263157894737 0.521052631578947 0.557894736842105 0.557894736842105 0.842105263157895 0.886842105263158 0.876315789473684 0.565789473684211 0.521052631578947 0.521052631578947 0.663157894736842 0.565789473684211 0.565789473684211 0.565789473684211 0.692105263157895 0.505263157894737 1 0.697368421052632 0.931578947368421 0.610526315789474 0.671052631578947 0.921052631578947 0.921052631578947 0.610526315789474 0.515789473684211 0.494736842105263 0.631578947368421 0.478947368421053 0.513157894736842
"A_RuminantAbbatoirA_Cow" 0.894736842105263 0.523684210526316 0.781578947368421 0.523684210526316 0.513157894736842 0.33421052631579 0.442105263157895 0.33421052631579 0.568421052631579 0.781578947368421 0.33421052631579 0.55 0.55 0.565789473684211 0.584210526315789 0.573684210526316 0.289473684210526 0.33421052631579 0.33421052631579 0.386842105263158 0.289473684210526 0.289473684210526 0.289473684210526 0.657894736842105 0.781578947368421 0.697368421052632 1 0.628947368421053 0.886842105263158 0.394736842105263 0.618421052631579 0.618421052631579 0.886842105263158 0.381578947368421 0.244736842105263 0.471052631578947 0.344736842105263 0.468421052631579
"A_RuminantFaecalA_Cow" 0.523684210526316 0.894736842105263 0.505263157894737 0.805263157894737 0.752631578947368 0.505263157894737 0.586842105263158 0.505263157894737 0.85 0.505263157894737 0.505263157894737 0.584210526315789 0.584210526315789 0.868421052631579 0.913157894736842 0.834210526315789 0.55 0.505263157894737 0.505263157894737 0.621052631578947 0.55 0.55 0.55 0.760526315789474 0.505263157894737 0.931578947368421 0.628947368421053 1 0.610526315789474 0.655263157894737 0.852631578947368 0.852631578947368 0.542105263157895 0.473684210526316 0.478947368421053 0.61578947368421 0.463157894736842 0.581578947368421
"A_RuminantRetailA_Cow" 0.781578947368421 0.505263157894737 0.894736842105263 0.505263157894737 0.494736842105263 0.273684210526316 0.471052631578947 0.273684210526316 0.55 0.894736842105263 0.273684210526316 0.578947368421053 0.578947368421053 0.505263157894737 0.523684210526316 0.513157894736842 0.228947368421053 0.273684210526316 0.273684210526316 0.415789473684211 0.228947368421053 0.228947368421053 0.228947368421053 0.639473684210526 0.894736842105263 0.610526315789474 0.886842105263158 0.610526315789474 1 0.33421052631579 0.531578947368421 0.531578947368421 0.931578947368421 0.294736842105263 0.184210526315789 0.5 0.284210526315789 0.555263157894737
"A_RuminantFaecalA_Deer" 0.289473684210526 0.55 0.228947368421053 0.523684210526316 0.576315789473684 0.85 0.626315789473684 0.85 0.505263157894737 0.228947368421053 0.85 0.476315789473684 0.476315789473684 0.718421052631579 0.673684210526316 0.726315789473684 0.894736842105263 0.85 0.85 0.707894736842105 0.894736842105263 0.894736842105263 0.894736842105263 0.415789473684211 0.228947368421053 0.671052631578947 0.394736842105263 0.655263157894737 0.33421052631579 1 0.697368421052632 0.697368421052632 0.35 0.560526315789474 0.781578947368421 0.523684210526316 0.639473684210526 0.315789473684211
"A_RuminantFaecalA_Goat" 0.513157894736842 0.747368421052632 0.426315789473684 0.747368421052632 0.736842105263158 0.547368421052632 0.681578947368421 0.547368421052632 0.702631578947368 0.426315789473684 0.547368421052632 0.547368421052632 0.547368421052632 0.763157894736842 0.807894736842105 0.797368421052632 0.592105263157895 0.547368421052632 0.547368421052632 0.647368421052632 0.592105263157895 0.592105263157895 0.592105263157895 0.613157894736842 0.426315789473684 0.921052631578947 0.618421052631579 0.852631578947368 0.531578947368421 0.697368421052632 1 1 0.6 0.594736842105263 0.547368421052632 0.621052631578947 0.468421052631579 0.434210526315789
"A_RuminantFaecalA_Sheep" 0.513157894736842 0.747368421052632 0.426315789473684 0.747368421052632 0.736842105263158 0.547368421052632 0.681578947368421 0.547368421052632 0.702631578947368 0.426315789473684 0.547368421052632 0.547368421052632 0.547368421052632 0.763157894736842 0.807894736842105 0.797368421052632 0.592105263157895 0.547368421052632 0.547368421052632 0.647368421052632 0.592105263157895 0.592105263157895 0.592105263157895 0.613157894736842 0.426315789473684 0.921052631578947 0.618421052631579 0.852631578947368 0.531578947368421 0.697368421052632 1 1 0.6 0.594736842105263 0.547368421052632 0.621052631578947 0.468421052631579 0.434210526315789
"A_RuminantRetailA_Sheep" 0.781578947368421 0.436842105263158 0.826315789473684 0.436842105263158 0.426315789473684 0.289473684210526 0.513157894736842 0.289473684210526 0.481578947368421 0.826315789473684 0.289473684210526 0.621052631578947 0.621052631578947 0.478947368421053 0.497368421052632 0.486842105263158 0.244736842105263 0.289473684210526 0.289473684210526 0.389473684210526 0.244736842105263 0.244736842105263 0.244736842105263 0.571052631578947 0.826315789473684 0.610526315789474 0.886842105263158 0.542105263157895 0.931578947368421 0.35 0.6 0.6 1 0.363157894736842 0.2 0.542105263157895 0.326315789473684 0.486842105263158
"E_LagoonLagoonE_Lagoon" 0.381578947368421 0.473684210526316 0.294736842105263 0.563157894736842 0.615789473684211 0.605263157894737 0.560526315789474 0.605263157894737 0.518421052631579 0.294736842105263 0.605263157894737 0.442105263157895 0.442105263157895 0.542105263157895 0.497368421052632 0.460526315789474 0.497368421052632 0.478947368421053 0.478947368421053 0.373684210526316 0.497368421052632 0.497368421052632 0.497368421052632 0.481578947368421 0.294736842105263 0.515789473684211 0.381578947368421 0.473684210526316 0.294736842105263 0.560526315789474 0.594736842105263 0.594736842105263 0.363157894736842 1 0.652631578947368 0.642105263157895 0.731578947368421 0.192105263157895
"E_SandMisc_EnvironmentalE_Sand" 0.307894736842105 0.542105263157895 0.247368421052632 0.542105263157895 0.594736842105263 0.8 0.576315789473684 0.8 0.497368421052632 0.247368421052632 0.8 0.431578947368421 0.431578947368421 0.584210526315789 0.539473684210526 0.592105263157895 0.781578947368421 0.736842105263158 0.736842105263158 0.594736842105263 0.781578947368421 0.781578947368421 0.781578947368421 0.371052631578947 0.184210526315789 0.494736842105263 0.244736842105263 0.478947368421053 0.184210526315789 0.781578947368421 0.547368421052632 0.547368421052632 0.2 0.652631578947368 1 0.563157894736842 0.831578947368421 0.35
"E_SewageSewageE_Sewage" 0.471052631578947 0.61578947368421 0.5 0.61578947368421 0.668421052631579 0.568421052631579 0.702631578947368 0.568421052631579 0.660526315789474 0.5 0.568421052631579 0.710526315789474 0.710526315789474 0.631578947368421 0.676315789473684 0.639473684210526 0.523684210526316 0.505263157894737 0.505263157894737 0.578947368421053 0.523684210526316 0.523684210526316 0.523684210526316 0.623684210526316 0.5 0.631578947368421 0.471052631578947 0.61578947368421 0.5 0.523684210526316 0.621052631578947 0.621052631578947 0.542105263157895 0.642105263157895 0.563157894736842 1 0.731578947368421 0.407894736842105
"E_WaterWaterE_Water" 0.407894736842105 0.526315789473684 0.347368421052632 0.526315789473684 0.578947368421053 0.747368421052632 0.613157894736842 0.747368421052632 0.571052631578947 0.347368421052632 0.747368421052632 0.557894736842105 0.557894736842105 0.568421052631579 0.523684210526316 0.576315789473684 0.639473684210526 0.621052631578947 0.621052631578947 0.515789473684211 0.639473684210526 0.639473684210526 0.639473684210526 0.471052631578947 0.284210526315789 0.478947368421053 0.344736842105263 0.463157894736842 0.284210526315789 0.639473684210526 0.468421052631579 0.468421052631579 0.326315789473684 0.731578947368421 0.831578947368421 0.731578947368421 1 0.33421052631579
"HumanClinicalHuman" 0.468421052631579 0.581578947368421 0.555263157894737 0.492105263157895 0.439473684210526 0.271052631578947 0.363157894736842 0.271052631578947 0.536842105263158 0.555263157894737 0.271052631578947 0.360526315789474 0.360526315789474 0.518421052631579 0.536842105263158 0.484210526315789 0.315789473684211 0.271052631578947 0.271052631578947 0.423684210526316 0.315789473684211 0.315789473684211 0.315789473684211 0.447368421052632 0.555263157894737 0.513157894736842 0.468421052631579 0.581578947368421 0.555263157894737 0.315789473684211 0.434210526315789 0.434210526315789 0.486842105263158 0.192105263157895 0.35 0.407894736842105 0.33421052631579 1
