"Var1"	"Var2"	"value"
"500"	"Seagull"	"Pig_Retail"	0.56
"501"	"Raccoon"	"Pig_Retail"	0.512
"502"	"Wild Bird"	"Pig_Retail"	0.584
"503"	"Cat"	"Pig_Retail"	0.504
"504"	"Dog"	"Pig_Retail"	0.504
"505"	"Fly"	"Pig_Retail"	0.592
"506"	"Rat"	"Pig_Retail"	0.408
"507"	"Skunk"	"Pig_Retail"	0.432
"508"	"Deer"	"Pig_Retail"	0.52
"509"	"Farm Soil"	"Pig_Retail"	0.448
"510"	"Sewage"	"Pig_Retail"	0.64
"511"	"Lake Water"	"Pig_Retail"	0.68
"512"	"Human_Urban"	"Pig_Retail"	0.52
"513"	"Human_Farm Worker"	"Pig_Retail"	0.624
"514"	"Human_Abattoir Worker"	"Pig_Retail"	0.624
"515"	"Farm Lagoon"	"Pig_Retail"	0.472
"516"	"Farm Manure"	"Pig_Retail"	0.504
"517"	"Fresh Produce"	"Pig_Retail"	0.4
"518"	"Raw Milk"	"Pig_Retail"	0.28
"519"	"Beach Sand"	"Pig_Retail"	0.776
"520"	"Irrigation Water"	"Pig_Retail"	0.624
"521"	"Chicken_Abattoir"	"Goat_Farm"	0.28
"522"	"Chicken_Farm"	"Goat_Farm"	0.2
"523"	"Chicken_Retail"	"Goat_Farm"	0.24
"524"	"Turkey_Farm"	"Goat_Farm"	0.2
"525"	"Turkey_Retail"	"Goat_Farm"	0.24
"526"	"Duck_Farm"	"Goat_Farm"	0.2
"527"	"Duck_Retail"	"Goat_Farm"	0.24
"528"	"Goose_Farm"	"Goat_Farm"	0.2
"529"	"Cow_Abattoir"	"Goat_Farm"	0.24
"530"	"Cow_Farm"	"Goat_Farm"	0.184
"531"	"Cow_Retail"	"Goat_Farm"	0.224
"532"	"Pig_Farm"	"Goat_Farm"	0.2
"533"	"Pig_Retail"	"Goat_Farm"	0.24
"534"	"Goat_Farm"	"Goat_Farm"	0
"535"	"Sheep_Farm"	"Goat_Farm"	0.032
"536"	"Sheep_Retail"	"Goat_Farm"	0.16
"537"	"Donkey"	"Goat_Farm"	0.352
"538"	"Horse"	"Goat_Farm"	0.352
"539"	"Llama"	"Goat_Farm"	0.352
"540"	"Seagull"	"Goat_Farm"	0.584
"541"	"Raccoon"	"Goat_Farm"	0.552
"542"	"Wild Bird"	"Goat_Farm"	0.552
"543"	"Cat"	"Goat_Farm"	0.472
"544"	"Dog"	"Goat_Farm"	0.472
"545"	"Fly"	"Goat_Farm"	0.56
"546"	"Rat"	"Goat_Farm"	0.392
"547"	"Skunk"	"Goat_Farm"	0.4
"548"	"Deer"	"Goat_Farm"	0.448
"549"	"Farm Soil"	"Goat_Farm"	0.472
"550"	"Sewage"	"Goat_Farm"	0.608
"551"	"Lake Water"	"Goat_Farm"	0.664
"552"	"Human_Urban"	"Goat_Farm"	0.608
"553"	"Human_Farm Worker"	"Goat_Farm"	0.592
"554"	"Human_Abattoir Worker"	"Goat_Farm"	0.704
"555"	"Farm Lagoon"	"Goat_Farm"	0.496
"556"	"Farm Manure"	"Goat_Farm"	0.528
"557"	"Fresh Produce"	"Goat_Farm"	0.424
"558"	"Raw Milk"	"Goat_Farm"	0.184
"559"	"Beach Sand"	"Goat_Farm"	0.76
"560"	"Irrigation Water"	"Goat_Farm"	0.592
"561"	"Chicken_Abattoir"	"Sheep_Farm"	0.28
"562"	"Chicken_Farm"	"Sheep_Farm"	0.2
"563"	"Chicken_Retail"	"Sheep_Farm"	0.24
"564"	"Turkey_Farm"	"Sheep_Farm"	0.2
"565"	"Turkey_Retail"	"Sheep_Farm"	0.24
"566"	"Duck_Farm"	"Sheep_Farm"	0.2
"567"	"Duck_Retail"	"Sheep_Farm"	0.24
"568"	"Goose_Farm"	"Sheep_Farm"	0.2
"569"	"Cow_Abattoir"	"Sheep_Farm"	0.24
"570"	"Cow_Farm"	"Sheep_Farm"	0.184
"571"	"Cow_Retail"	"Sheep_Farm"	0.224
"572"	"Pig_Farm"	"Sheep_Farm"	0.2
"573"	"Pig_Retail"	"Sheep_Farm"	0.24
"574"	"Goat_Farm"	"Sheep_Farm"	0.032
"575"	"Sheep_Farm"	"Sheep_Farm"	0
"576"	"Sheep_Retail"	"Sheep_Farm"	0.16
"577"	"Donkey"	"Sheep_Farm"	0.352
"578"	"Horse"	"Sheep_Farm"	0.352
"579"	"Llama"	"Sheep_Farm"	0.352
"580"	"Seagull"	"Sheep_Farm"	0.584
"581"	"Raccoon"	"Sheep_Farm"	0.552
"582"	"Wild Bird"	"Sheep_Farm"	0.552
"583"	"Cat"	"Sheep_Farm"	0.472
"584"	"Dog"	"Sheep_Farm"	0.472
"585"	"Fly"	"Sheep_Farm"	0.56
"586"	"Rat"	"Sheep_Farm"	0.392
"587"	"Skunk"	"Sheep_Farm"	0.4
"588"	"Deer"	"Sheep_Farm"	0.448
"589"	"Farm Soil"	"Sheep_Farm"	0.472
"590"	"Sewage"	"Sheep_Farm"	0.608
"591"	"Lake Water"	"Sheep_Farm"	0.664
"592"	"Human_Urban"	"Sheep_Farm"	0.608
"593"	"Human_Farm Worker"	"Sheep_Farm"	0.592
"594"	"Human_Abattoir Worker"	"Sheep_Farm"	0.704
"595"	"Farm Lagoon"	"Sheep_Farm"	0.496
"596"	"Farm Manure"	"Sheep_Farm"	0.528
"597"	"Fresh Produce"	"Sheep_Farm"	0.424
"598"	"Raw Milk"	"Sheep_Farm"	0.184
"599"	"Beach Sand"	"Sheep_Farm"	0.76
"600"	"Irrigation Water"	"Sheep_Farm"	0.592
"601"	"Chicken_Abattoir"	"Sheep_Retail"	0.256
"602"	"Chicken_Farm"	"Sheep_Retail"	0.288
"603"	"Chicken_Retail"	"Sheep_Retail"	0.12
"604"	"Turkey_Farm"	"Sheep_Retail"	0.288
"605"	"Turkey_Retail"	"Sheep_Retail"	0.12
"606"	"Duck_Farm"	"Sheep_Retail"	0.288
"607"	"Duck_Retail"	"Sheep_Retail"	0.12
"608"	"Goose_Farm"	"Sheep_Retail"	0.288
"609"	"Cow_Abattoir"	"Sheep_Retail"	0.216
"610"	"Cow_Farm"	"Sheep_Retail"	0.272
"611"	"Cow_Retail"	"Sheep_Retail"	0.104
"612"	"Pig_Farm"	"Sheep_Retail"	0.288
"613"	"Pig_Retail"	"Sheep_Retail"	0.12
"614"	"Goat_Farm"	"Sheep_Retail"	0.16
"615"	"Sheep_Farm"	"Sheep_Retail"	0.16
"616"	"Sheep_Retail"	"Sheep_Retail"	0
"617"	"Donkey"	"Sheep_Retail"	0.352
"618"	"Horse"	"Sheep_Retail"	0.352
"619"	"Llama"	"Sheep_Retail"	0.352
"620"	"Seagull"	"Sheep_Retail"	0.56
"621"	"Raccoon"	"Sheep_Retail"	0.512
"622"	"Wild Bird"	"Sheep_Retail"	0.584
"623"	"Cat"	"Sheep_Retail"	0.504
"624"	"Dog"	"Sheep_Retail"	0.504
"625"	"Fly"	"Sheep_Retail"	0.592
"626"	"Rat"	"Sheep_Retail"	0.408
"627"	"Skunk"	"Sheep_Retail"	0.432
"628"	"Deer"	"Sheep_Retail"	0.48
"629"	"Farm Soil"	"Sheep_Retail"	0.448
"630"	"Sewage"	"Sheep_Retail"	0.64
"631"	"Lake Water"	"Sheep_Retail"	0.68
"632"	"Human_Urban"	"Sheep_Retail"	0.52
"633"	"Human_Farm Worker"	"Sheep_Retail"	0.624
"634"	"Human_Abattoir Worker"	"Sheep_Retail"	0.624
"635"	"Farm Lagoon"	"Sheep_Retail"	0.472
"636"	"Farm Manure"	"Sheep_Retail"	0.504
"637"	"Fresh Produce"	"Sheep_Retail"	0.4
"638"	"Raw Milk"	"Sheep_Retail"	0.2
"639"	"Beach Sand"	"Sheep_Retail"	0.776
"640"	"Irrigation Water"	"Sheep_Retail"	0.624
"641"	"Chicken_Abattoir"	"Donkey"	0.416
"642"	"Chicken_Farm"	"Donkey"	0.48
"643"	"Chicken_Retail"	"Donkey"	0.392
"644"	"Turkey_Farm"	"Donkey"	0.48
"645"	"Turkey_Retail"	"Donkey"	0.392
"646"	"Duck_Farm"	"Donkey"	0.48
"647"	"Duck_Retail"	"Donkey"	0.392
"648"	"Goose_Farm"	"Donkey"	0.48
"649"	"Cow_Abattoir"	"Donkey"	0.432
"650"	"Cow_Farm"	"Donkey"	0.504
"651"	"Cow_Retail"	"Donkey"	0.416
"652"	"Pig_Farm"	"Donkey"	0.48
"653"	"Pig_Retail"	"Donkey"	0.392
"654"	"Goat_Farm"	"Donkey"	0.352
"655"	"Sheep_Farm"	"Donkey"	0.352
"656"	"Sheep_Retail"	"Donkey"	0.352
"657"	"Donkey"	"Donkey"	0
"658"	"Horse"	"Donkey"	0.04
"659"	"Llama"	"Donkey"	0.04
"660"	"Seagull"	"Donkey"	0.52
"661"	"Raccoon"	"Donkey"	0.392
"662"	"Wild Bird"	"Donkey"	0.488
"663"	"Cat"	"Donkey"	0.208
"664"	"Dog"	"Donkey"	0.208
"665"	"Fly"	"Donkey"	0.512
"666"	"Rat"	"Donkey"	0.232
"667"	"Skunk"	"Donkey"	0.256
"668"	"Deer"	"Donkey"	0.288
"669"	"Farm Soil"	"Donkey"	0.472
"670"	"Sewage"	"Donkey"	0.544
"671"	"Lake Water"	"Donkey"	0.584
"672"	"Human_Urban"	"Donkey"	0.544
"673"	"Human_Farm Worker"	"Donkey"	0.72
"674"	"Human_Abattoir Worker"	"Donkey"	0.688
"675"	"Farm Lagoon"	"Donkey"	0.552
"676"	"Farm Manure"	"Donkey"	0.544
"677"	"Fresh Produce"	"Donkey"	0.52
"678"	"Raw Milk"	"Donkey"	0.336
"679"	"Beach Sand"	"Donkey"	0.584
"680"	"Irrigation Water"	"Donkey"	0.608
"681"	"Chicken_Abattoir"	"Horse"	0.416
"682"	"Chicken_Farm"	"Horse"	0.48
"683"	"Chicken_Retail"	"Horse"	0.392
"684"	"Turkey_Farm"	"Horse"	0.48
"685"	"Turkey_Retail"	"Horse"	0.392
"686"	"Duck_Farm"	"Horse"	0.48
"687"	"Duck_Retail"	"Horse"	0.392
"688"	"Goose_Farm"	"Horse"	0.48
"689"	"Cow_Abattoir"	"Horse"	0.432
"690"	"Cow_Farm"	"Horse"	0.504
"691"	"Cow_Retail"	"Horse"	0.416
"692"	"Pig_Farm"	"Horse"	0.48
"693"	"Pig_Retail"	"Horse"	0.392
"694"	"Goat_Farm"	"Horse"	0.352
"695"	"Sheep_Farm"	"Horse"	0.352
"696"	"Sheep_Retail"	"Horse"	0.352
"697"	"Donkey"	"Horse"	0.04
"698"	"Horse"	"Horse"	0
"699"	"Llama"	"Horse"	0.04
"700"	"Seagull"	"Horse"	0.52
"701"	"Raccoon"	"Horse"	0.392
"702"	"Wild Bird"	"Horse"	0.488
"703"	"Cat"	"Horse"	0.208
"704"	"Dog"	"Horse"	0.208
"705"	"Fly"	"Horse"	0.512
"706"	"Rat"	"Horse"	0.232
"707"	"Skunk"	"Horse"	0.256
"708"	"Deer"	"Horse"	0.288
"709"	"Farm Soil"	"Horse"	0.472
"710"	"Sewage"	"Horse"	0.544
"711"	"Lake Water"	"Horse"	0.584
"712"	"Human_Urban"	"Horse"	0.544
"713"	"Human_Farm Worker"	"Horse"	0.72
"714"	"Human_Abattoir Worker"	"Horse"	0.688
"715"	"Farm Lagoon"	"Horse"	0.552
"716"	"Farm Manure"	"Horse"	0.544
"717"	"Fresh Produce"	"Horse"	0.52
"718"	"Raw Milk"	"Horse"	0.336
"719"	"Beach Sand"	"Horse"	0.584
"720"	"Irrigation Water"	"Horse"	0.608
"721"	"Chicken_Abattoir"	"Llama"	0.416
"722"	"Chicken_Farm"	"Llama"	0.48
"723"	"Chicken_Retail"	"Llama"	0.392
"724"	"Turkey_Farm"	"Llama"	0.48
"725"	"Turkey_Retail"	"Llama"	0.392
"726"	"Duck_Farm"	"Llama"	0.48
"727"	"Duck_Retail"	"Llama"	0.392
"728"	"Goose_Farm"	"Llama"	0.48
"729"	"Cow_Abattoir"	"Llama"	0.432
"730"	"Cow_Farm"	"Llama"	0.504
"731"	"Cow_Retail"	"Llama"	0.416
"732"	"Pig_Farm"	"Llama"	0.48
"733"	"Pig_Retail"	"Llama"	0.392
"734"	"Goat_Farm"	"Llama"	0.352
"735"	"Sheep_Farm"	"Llama"	0.352
"736"	"Sheep_Retail"	"Llama"	0.352
"737"	"Donkey"	"Llama"	0.04
"738"	"Horse"	"Llama"	0.04
"739"	"Llama"	"Llama"	0
"740"	"Seagull"	"Llama"	0.52
"741"	"Raccoon"	"Llama"	0.392
"742"	"Wild Bird"	"Llama"	0.488
"743"	"Cat"	"Llama"	0.208
"744"	"Dog"	"Llama"	0.208
"745"	"Fly"	"Llama"	0.512
"746"	"Rat"	"Llama"	0.232
"747"	"Skunk"	"Llama"	0.256
"748"	"Deer"	"Llama"	0.288
"749"	"Farm Soil"	"Llama"	0.472
"750"	"Sewage"	"Llama"	0.544
"751"	"Lake Water"	"Llama"	0.584
"752"	"Human_Urban"	"Llama"	0.544
"753"	"Human_Farm Worker"	"Llama"	0.72
"754"	"Human_Abattoir Worker"	"Llama"	0.688
"755"	"Farm Lagoon"	"Llama"	0.552
"756"	"Farm Manure"	"Llama"	0.544
"757"	"Fresh Produce"	"Llama"	0.52
"758"	"Raw Milk"	"Llama"	0.336
"759"	"Beach Sand"	"Llama"	0.584
"760"	"Irrigation Water"	"Llama"	0.608
"761"	"Chicken_Abattoir"	"Seagull"	0.448
"762"	"Chicken_Farm"	"Seagull"	0.48
"763"	"Chicken_Retail"	"Seagull"	0.48
"764"	"Turkey_Farm"	"Seagull"	0.48
"765"	"Turkey_Retail"	"Seagull"	0.48
"766"	"Duck_Farm"	"Seagull"	0.48
"767"	"Duck_Retail"	"Seagull"	0.48
"768"	"Goose_Farm"	"Seagull"	0.48
"769"	"Cow_Abattoir"	"Seagull"	0.512
"770"	"Cow_Farm"	"Seagull"	0.512
"771"	"Cow_Retail"	"Seagull"	0.512
"772"	"Pig_Farm"	"Seagull"	0.56
"773"	"Pig_Retail"	"Seagull"	0.56
"774"	"Goat_Farm"	"Seagull"	0.584
"775"	"Sheep_Farm"	"Seagull"	0.584
"776"	"Sheep_Retail"	"Seagull"	0.56
"777"	"Donkey"	"Seagull"	0.52
"778"	"Horse"	"Seagull"	0.52
"779"	"Llama"	"Seagull"	0.52
"780"	"Seagull"	"Seagull"	0
"781"	"Raccoon"	"Seagull"	0.232
"782"	"Wild Bird"	"Seagull"	0.24
"783"	"Cat"	"Seagull"	0.424
"784"	"Dog"	"Seagull"	0.424
"785"	"Fly"	"Seagull"	0.52
"786"	"Rat"	"Seagull"	0.368
"787"	"Skunk"	"Seagull"	0.392
"788"	"Deer"	"Seagull"	0.424
"789"	"Farm Soil"	"Seagull"	0.44
"790"	"Sewage"	"Seagull"	0.448
"791"	"Lake Water"	"Seagull"	0.616
"792"	"Human_Urban"	"Seagull"	0.488
"793"	"Human_Farm Worker"	"Seagull"	0.56
"794"	"Human_Abattoir Worker"	"Seagull"	0.56
"795"	"Farm Lagoon"	"Seagull"	0.552
"796"	"Farm Manure"	"Seagull"	0.528
"797"	"Fresh Produce"	"Seagull"	0.48
"798"	"Raw Milk"	"Seagull"	0.528
"799"	"Beach Sand"	"Seagull"	0.544
"800"	"Irrigation Water"	"Seagull"	0.608
"801"	"Chicken_Abattoir"	"Raccoon"	0.536
"802"	"Chicken_Farm"	"Raccoon"	0.544
"803"	"Chicken_Retail"	"Raccoon"	0.512
"804"	"Turkey_Farm"	"Raccoon"	0.544
"805"	"Turkey_Retail"	"Raccoon"	0.512
"806"	"Duck_Farm"	"Raccoon"	0.544
"807"	"Duck_Retail"	"Raccoon"	0.512
"808"	"Goose_Farm"	"Raccoon"	0.544
"809"	"Cow_Abattoir"	"Raccoon"	0.48
"810"	"Cow_Farm"	"Raccoon"	0.496
"811"	"Cow_Retail"	"Raccoon"	0.464
"812"	"Pig_Farm"	"Raccoon"	0.544
"813"	"Pig_Retail"	"Raccoon"	0.512
"814"	"Goat_Farm"	"Raccoon"	0.552
"815"	"Sheep_Farm"	"Raccoon"	0.552
"816"	"Sheep_Retail"	"Raccoon"	0.512
"817"	"Donkey"	"Raccoon"	0.392
"818"	"Horse"	"Raccoon"	0.392
"819"	"Llama"	"Raccoon"	0.392
"820"	"Seagull"	"Raccoon"	0.232
"821"	"Raccoon"	"Raccoon"	0
"822"	"Wild Bird"	"Raccoon"	0.384
"823"	"Cat"	"Raccoon"	0.408
"824"	"Dog"	"Raccoon"	0.408
"825"	"Fly"	"Raccoon"	0.432
"826"	"Rat"	"Raccoon"	0.296
"827"	"Skunk"	"Raccoon"	0.32
"828"	"Deer"	"Raccoon"	0.408
"829"	"Farm Soil"	"Raccoon"	0.448
"830"	"Sewage"	"Raccoon"	0.512
"831"	"Lake Water"	"Raccoon"	0.624
"832"	"Human_Urban"	"Raccoon"	0.552
"833"	"Human_Farm Worker"	"Raccoon"	0.584
"834"	"Human_Abattoir Worker"	"Raccoon"	0.568
"835"	"Farm Lagoon"	"Raccoon"	0.56
"836"	"Farm Manure"	"Raccoon"	0.536
"837"	"Fresh Produce"	"Raccoon"	0.472
"838"	"Raw Milk"	"Raccoon"	0.48
"839"	"Beach Sand"	"Raccoon"	0.552
"840"	"Irrigation Water"	"Raccoon"	0.672
"841"	"Chicken_Abattoir"	"Wild Bird"	0.472
"842"	"Chicken_Farm"	"Wild Bird"	0.504
"843"	"Chicken_Retail"	"Wild Bird"	0.504
"844"	"Turkey_Farm"	"Wild Bird"	0.504
"845"	"Turkey_Retail"	"Wild Bird"	0.504
"846"	"Duck_Farm"	"Wild Bird"	0.504
"847"	"Duck_Retail"	"Wild Bird"	0.504
"848"	"Goose_Farm"	"Wild Bird"	0.504
"849"	"Cow_Abattoir"	"Wild Bird"	0.536
"850"	"Cow_Farm"	"Wild Bird"	0.536
"851"	"Cow_Retail"	"Wild Bird"	0.536
"852"	"Pig_Farm"	"Wild Bird"	0.584
"853"	"Pig_Retail"	"Wild Bird"	0.584
"854"	"Goat_Farm"	"Wild Bird"	0.552
"855"	"Sheep_Farm"	"Wild Bird"	0.552
"856"	"Sheep_Retail"	"Wild Bird"	0.584
"857"	"Donkey"	"Wild Bird"	0.488
"858"	"Horse"	"Wild Bird"	0.488
"859"	"Llama"	"Wild Bird"	0.488
"860"	"Seagull"	"Wild Bird"	0.24
"861"	"Raccoon"	"Wild Bird"	0.384
"862"	"Wild Bird"	"Wild Bird"	0
"863"	"Cat"	"Wild Bird"	0.376
"864"	"Dog"	"Wild Bird"	0.376
"865"	"Fly"	"Wild Bird"	0.584
"866"	"Rat"	"Wild Bird"	0.352
"867"	"Skunk"	"Wild Bird"	0.32
"868"	"Deer"	"Wild Bird"	0.296
"869"	"Farm Soil"	"Wild Bird"	0.48
"870"	"Sewage"	"Wild Bird"	0.416
"871"	"Lake Water"	"Wild Bird"	0.544
"872"	"Human_Urban"	"Wild Bird"	0.496
"873"	"Human_Farm Worker"	"Wild Bird"	0.68
"874"	"Human_Abattoir Worker"	"Wild Bird"	0.68
"875"	"Farm Lagoon"	"Wild Bird"	0.592
"876"	"Farm Manure"	"Wild Bird"	0.568
"877"	"Fresh Produce"	"Wild Bird"	0.52
"878"	"Raw Milk"	"Wild Bird"	0.496
"879"	"Beach Sand"	"Wild Bird"	0.512
"880"	"Irrigation Water"	"Wild Bird"	0.536
"881"	"Chicken_Abattoir"	"Cat"	0.472
"882"	"Chicken_Farm"	"Cat"	0.544
"883"	"Chicken_Retail"	"Cat"	0.504
"884"	"Turkey_Farm"	"Cat"	0.544
"885"	"Turkey_Retail"	"Cat"	0.504
"886"	"Duck_Farm"	"Cat"	0.544
"887"	"Duck_Retail"	"Cat"	0.504
"888"	"Goose_Farm"	"Cat"	0.544
"889"	"Cow_Abattoir"	"Cat"	0.568
"890"	"Cow_Farm"	"Cat"	0.608
"891"	"Cow_Retail"	"Cat"	0.568
"892"	"Pig_Farm"	"Cat"	0.544
"893"	"Pig_Retail"	"Cat"	0.504
"894"	"Goat_Farm"	"Cat"	0.472
"895"	"Sheep_Farm"	"Cat"	0.472
"896"	"Sheep_Retail"	"Cat"	0.504
"897"	"Donkey"	"Cat"	0.208
"898"	"Horse"	"Cat"	0.208
"899"	"Llama"	"Cat"	0.208
"900"	"Seagull"	"Cat"	0.424
"901"	"Raccoon"	"Cat"	0.408
"902"	"Wild Bird"	"Cat"	0.376
"903"	"Cat"	"Cat"	0
"904"	"Dog"	"Cat"	0.0159999999999999
"905"	"Fly"	"Cat"	0.568
"906"	"Rat"	"Cat"	0.232
"907"	"Skunk"	"Cat"	0.2
"908"	"Deer"	"Cat"	0.232
"909"	"Farm Soil"	"Cat"	0.624
"910"	"Sewage"	"Cat"	0.368
"911"	"Lake Water"	"Cat"	0.656
"912"	"Human_Urban"	"Cat"	0.368
"913"	"Human_Farm Worker"	"Cat"	0.704
"914"	"Human_Abattoir Worker"	"Cat"	0.704
"915"	"Farm Lagoon"	"Cat"	0.704
"916"	"Farm Manure"	"Cat"	0.696
"917"	"Fresh Produce"	"Cat"	0.632
"918"	"Raw Milk"	"Cat"	0.416
"919"	"Beach Sand"	"Cat"	0.56
"920"	"Irrigation Water"	"Cat"	0.664
"921"	"Chicken_Abattoir"	"Dog"	0.472
"922"	"Chicken_Farm"	"Dog"	0.544
"923"	"Chicken_Retail"	"Dog"	0.504
"924"	"Turkey_Farm"	"Dog"	0.544
"925"	"Turkey_Retail"	"Dog"	0.504
"926"	"Duck_Farm"	"Dog"	0.544
"927"	"Duck_Retail"	"Dog"	0.504
"928"	"Goose_Farm"	"Dog"	0.544
"929"	"Cow_Abattoir"	"Dog"	0.568
"930"	"Cow_Farm"	"Dog"	0.608
"931"	"Cow_Retail"	"Dog"	0.568
"932"	"Pig_Farm"	"Dog"	0.544
"933"	"Pig_Retail"	"Dog"	0.504
"934"	"Goat_Farm"	"Dog"	0.472
"935"	"Sheep_Farm"	"Dog"	0.472
"936"	"Sheep_Retail"	"Dog"	0.504
"937"	"Donkey"	"Dog"	0.208
"938"	"Horse"	"Dog"	0.208
"939"	"Llama"	"Dog"	0.208
"940"	"Seagull"	"Dog"	0.424
"941"	"Raccoon"	"Dog"	0.408
"942"	"Wild Bird"	"Dog"	0.376
"943"	"Cat"	"Dog"	0.0159999999999999
"944"	"Dog"	"Dog"	0
"945"	"Fly"	"Dog"	0.568
"946"	"Rat"	"Dog"	0.232
"947"	"Skunk"	"Dog"	0.2
"948"	"Deer"	"Dog"	0.232
"949"	"Farm Soil"	"Dog"	0.624
"950"	"Sewage"	"Dog"	0.368
"951"	"Lake Water"	"Dog"	0.656
"952"	"Human_Urban"	"Dog"	0.368
"953"	"Human_Farm Worker"	"Dog"	0.704
"954"	"Human_Abattoir Worker"	"Dog"	0.704
"955"	"Farm Lagoon"	"Dog"	0.704
"956"	"Farm Manure"	"Dog"	0.696
"957"	"Fresh Produce"	"Dog"	0.632
"958"	"Raw Milk"	"Dog"	0.416
"959"	"Beach Sand"	"Dog"	0.56
"960"	"Irrigation Water"	"Dog"	0.664
"961"	"Chicken_Abattoir"	"Fly"	0.616
"962"	"Chicken_Farm"	"Fly"	0.536
"963"	"Chicken_Retail"	"Fly"	0.592
"964"	"Turkey_Farm"	"Fly"	0.536
"965"	"Turkey_Retail"	"Fly"	0.592
"966"	"Duck_Farm"	"Fly"	0.536
"967"	"Duck_Retail"	"Fly"	0.592
"968"	"Goose_Farm"	"Fly"	0.536
"969"	"Cow_Abattoir"	"Fly"	0.6
"970"	"Cow_Farm"	"Fly"	0.544
"971"	"Cow_Retail"	"Fly"	0.6
"972"	"Pig_Farm"	"Fly"	0.536
"973"	"Pig_Retail"	"Fly"	0.592
"974"	"Goat_Farm"	"Fly"	0.56
"975"	"Sheep_Farm"	"Fly"	0.56
"976"	"Sheep_Retail"	"Fly"	0.592
"977"	"Donkey"	"Fly"	0.512
"978"	"Horse"	"Fly"	0.512
"979"	"Llama"	"Fly"	0.512
"980"	"Seagull"	"Fly"	0.52
"981"	"Raccoon"	"Fly"	0.432
"982"	"Wild Bird"	"Fly"	0.584
"983"	"Cat"	"Fly"	0.568
"984"	"Dog"	"Fly"	0.568
"985"	"Fly"	"Fly"	0
"986"	"Rat"	"Fly"	0.568
"987"	"Skunk"	"Fly"	0.576
"988"	"Deer"	"Fly"	0.552
"989"	"Farm Soil"	"Fly"	0.496
"990"	"Sewage"	"Fly"	0.768
"991"	"Lake Water"	"Fly"	0.584
"992"	"Human_Urban"	"Fly"	0.672
"993"	"Human_Farm Worker"	"Fly"	0.496
"994"	"Human_Abattoir Worker"	"Fly"	0.552
"995"	"Farm Lagoon"	"Fly"	0.592
"996"	"Farm Manure"	"Fly"	0.584
"997"	"Fresh Produce"	"Fly"	0.448
"998"	"Raw Milk"	"Fly"	0.56
"999"	"Beach Sand"	"Fly"	0.544
"1000"	"Irrigation Water"	"Fly"	0.592
"1001"	"Chicken_Abattoir"	"Rat"	0.432
"1002"	"Chicken_Farm"	"Rat"	0.44
"1003"	"Chicken_Retail"	"Rat"	0.408
"1004"	"Turkey_Farm"	"Rat"	0.44
"1005"	"Turkey_Retail"	"Rat"	0.408
"1006"	"Duck_Farm"	"Rat"	0.44
"1007"	"Duck_Retail"	"Rat"	0.408
"1008"	"Goose_Farm"	"Rat"	0.44
"1009"	"Cow_Abattoir"	"Rat"	0.488
"1010"	"Cow_Farm"	"Rat"	0.504
"1011"	"Cow_Retail"	"Rat"	0.472
"1012"	"Pig_Farm"	"Rat"	0.44
"1013"	"Pig_Retail"	"Rat"	0.408
"1014"	"Goat_Farm"	"Rat"	0.392
"1015"	"Sheep_Farm"	"Rat"	0.392
"1016"	"Sheep_Retail"	"Rat"	0.408
"1017"	"Donkey"	"Rat"	0.232
"1018"	"Horse"	"Rat"	0.232
"1019"	"Llama"	"Rat"	0.232
"1020"	"Seagull"	"Rat"	0.368
"1021"	"Raccoon"	"Rat"	0.296
"1022"	"Wild Bird"	"Rat"	0.352
"1023"	"Cat"	"Rat"	0.232
"1024"	"Dog"	"Rat"	0.232
"1025"	"Fly"	"Rat"	0.568
"1026"	"Rat"	"Rat"	0
"1027"	"Skunk"	"Rat"	0.0640000000000001
"1028"	"Deer"	"Rat"	0.152
"1029"	"Farm Soil"	"Rat"	0.584
"1030"	"Sewage"	"Rat"	0.448
"1031"	"Lake Water"	"Rat"	0.56
"1032"	"Human_Urban"	"Rat"	0.488
"1033"	"Human_Farm Worker"	"Rat"	0.744
"1034"	"Human_Abattoir Worker"	"Rat"	0.728
"1035"	"Farm Lagoon"	"Rat"	0.624
"1036"	"Farm Manure"	"Rat"	0.656
"1037"	"Fresh Produce"	"Rat"	0.496
"1038"	"Raw Milk"	"Rat"	0.336
"1039"	"Beach Sand"	"Rat"	0.528
"1040"	"Irrigation Water"	"Rat"	0.624
"1041"	"Chicken_Abattoir"	"Skunk"	0.456
"1042"	"Chicken_Farm"	"Skunk"	0.448
"1043"	"Chicken_Retail"	"Skunk"	0.432
"1044"	"Turkey_Farm"	"Skunk"	0.448
"1045"	"Turkey_Retail"	"Skunk"	0.432
"1046"	"Duck_Farm"	"Skunk"	0.448
"1047"	"Duck_Retail"	"Skunk"	0.432
"1048"	"Goose_Farm"	"Skunk"	0.448
"1049"	"Cow_Abattoir"	"Skunk"	0.512
"1050"	"Cow_Farm"	"Skunk"	0.512
"1051"	"Cow_Retail"	"Skunk"	0.496
"1052"	"Pig_Farm"	"Skunk"	0.448
"1053"	"Pig_Retail"	"Skunk"	0.432
"1054"	"Goat_Farm"	"Skunk"	0.4
"1055"	"Sheep_Farm"	"Skunk"	0.4
"1056"	"Sheep_Retail"	"Skunk"	0.432
"1057"	"Donkey"	"Skunk"	0.256
"1058"	"Horse"	"Skunk"	0.256
"1059"	"Llama"	"Skunk"	0.256
